form	lemma	freq	seg	pos	gloss
ma:tobhae'	ma:tobhae'	3			
mabhae'	mabhae'	3			
mabono'	mabono'	3			
makSe:	makSe:	3			
mamno'	mamno'	3			
man'oeson	man'oeson	3			
mantae'	mantae'	3			
mapono'	mapono'	3			
masa:o'	masa:o'	3			
mawan	mawan	3			
may	may	3			
maymaw	maymaw	3			
mayngaso'	mayngaso'	3			
maySiri:	maySiri:	3			
minahek	minahek	3			
min'a'owiz	min'a'owiz	3			
minis'eh	minis'eh	3			
minkonay	minkonay	3			
minsae:pae'an	minsae:pae'an	3			
minsowi'	minsowi'	3			
mintoroe'	mintoroe'	3			
mintotowak	mintotowak	3			
mo:law	mo:law	3			
momoniya'	momoniya'	3			
momsoeh	momsoeh	3			
mowi'	mowi'	3			
nahan	nahan	3			
nakara	nakara	3			
na'miSan	na'miSan	3			
narmeS	narmeS	3			
naSi'	naSi'	3			
ne'ne'ne'	ne'ne'ne'	3			
nga:aw	nga:aw	3			
ngalawan	ngalawan	3			
ngangoS	ngangoS	3			
ngangoti'an	ngangoti'an	3			
ngaSe:	ngaSe:	3			
ngi:SiSan	ngi:SiSan	3			
ngisi'	ngisi'	3			
ninibil	ninibil	3			
'o'a'owiz	'o'a'owiz	3			
'obilang	'obilang	3			
'okaS	'okaS	3			
'oma'	'oma'	3			
'omal'ih	'omal'ih	3			
'omaySi'	'omaySi'	3			
'onhae:ae'	'onhae:ae'	3			
'opaS	'opaS	3			
'orati'	'orati'	3			
'oyong	'oyong	3			
'ozong	'ozong	3			
pa:ih	pa:ih	3			
pa:kal	pa:kal	3			
pa:tinawbon	pa:tinawbon	3			
paehkaw	paehkaw	3			
pae'pae'	pae'pae'	3			
paetang	paetang	3			
pahinra:iy	pahinra:iy	3			
pahpaha:ih	pahpaha:ih	3			
pak'ae:'ae:aew	pak'ae:'ae:aew	3			
pakez	pakez	3			
pakhara:'	pakhara:'	3			
pakoroeh	pakoroeh	3			
paksoma:om	paksoma:om	3			
pal	pal	3			
palangbangan	palangbangan	3			
palikiw	palikiw	3			
paltata:a'	paltata:a'	3			
panaeh	panaeh	3			
pangrang	pangrang	3			
papa'is	papa'is	3			
papasizoeh	papasizoeh	3			
papi	papi	3			
papi:ih	papi:ih	3			
papSiyay	papSiyay	3			
parhaep	parhaep	3			
paSi'	paSi'	3			
paSiloe'	paSiloe'	3			
paSrahoe'	paSrahoe'	3			
patalay	patalay	3			
patatimae'en	patatimae'en	3			
patemezeng	patemezeng	3			
patloboe'	patloboe'	3			
patoboe'	patoboe'	3			
patpatako:	patpatako:	3			
pawbabih	pawbabih	3			
pawtomoS	pawtomoS	3			
payan	payan	3			
paybih	paybih	3			
paynaehpo'	paynaehpo'	3			
payngaso'	payngaso'	3			
payrangi'	payrangi'	3			
pi:tong	pi:tong	3			
pil	pil	3			
pilisnaw	pilisnaw	3			
pina'araS	pina'araS	3			
pinaksel	pinaksel	3			
pino'a:iS	pino'a:iS	3			
polo'	polo'	3			
pongaw	pongaw	3			
pono:	pono:	3			
pontikol	pontikol	3			
po'po'	po'po'	3			
potoS	potoS	3			
poza'	poza'	3			
ra:hip	ra:hip	3			
ra:nawan	ra:nawan	3			
ra:ola'	ra:ola'	3			
rahem	rahem	3			
ralo'	ralo'	3			
ra'oe:en	ra'oe:en	3			
rawko'	rawko'	3			
rehep	rehep	3			
rempe:	rempe:	3			
riha:aw	riha:aw	3			
rim'an	rim'an	3			
rinkelan	rinkelan	3			
rinto:	rinto:	3			
roe'roe'	roe'roe'	3			
roro:	roro:	3			
Sa:boe'	Sa:boe'	3			
sa:ol	sa:ol	3			
sa:yae'an	sa:yae'an	3			
Saehpoy	Saehpoy	3			
Sae'te:	Sae'te:	3			
Sakayzaeh	Sakayzaeh	3			
Sanhae:ae'	Sanhae:ae'	3			
Sanrater	Sanrater	3			
sansanamoehan	sansanamoehan	3			
Sapok	Sapok	3			
Sarakopan	Sarakopan	3			
sasapoeh	sasapoeh	3			
sase:ez	sase:ez	3			
sasiziw	sasiziw	3			
saszek	saszek	3			
saze:ez	saze:ez	3			
se'em	se'em	3			
Serahray	Serahray	3			
sezsez	sezsez	3			
si'aeli	si'aeli	3			
sikoey	sikoey	3			
Sinhaehae:ae'	Sinhaehae:ae'	3			
Sin'ilaw	Sin'ilaw	3			
siniya'	siniya'	3			
Sipa:ow	Sipa:ow	3			
Siri:	Siri:	3			
sisawani	sisawani	3			
sisi'an	sisi'an	3			
Siwa'	Siwa'	3			
siwi'an	siwi'an	3			
Siyat	Siyat	3			
somaker	somaker	3			
som'el	som'el	3			
Sopoti'	Sopoti'	3			
SoSo'oy	SoSo'oy	3			
SowaboS	SowaboS	3			
SowaS	SowaS	3			
Soyahan	Soyahan	3			
Soyan	Soyan	3			
ta:nanaw	ta:nanaw	3			
ta:'olo'	ta:'olo'	3			
ta:peS	ta:peS	3			
tabo'	tabo'	3			
taboeh	taboeh	3			
tabtabo'	tabtabo'	3			
takarang	takarang	3			
takmozoeh	takmozoeh	3			
talsekel	talsekel	3			
tama:o'	tama:o'	3			
tamemeS	tamemeS	3			
ta'mol	ta'mol	3			
tapaS	tapaS	3			
tata'ang	tata'ang	3			
tataysi'	tataysi'	3			
tayaw	tayaw	3			
tayla	tayla	3			
taynonak	taynonak	3			
taywan	taywan	3			
te'en	te'en	3			
tene'	tene'	3			
ti:ae'ay	ti:ae'ay	3			
ti:iSani	ti:iSani	3			
tihoero:on	tihoero:on	3			
tikama'en	tikama'en	3			
tikayong	tikayong	3			
til'aet	til'aet	3			
tilirong	tilirong	3			
tilmaraw	tilmaraw	3			
tin'a:ih	tin'a:ih	3			
tinaeh	tinaeh	3			
tinilbe:	tinilbe:	3			
tiSaSapang	tiSaSapang	3			
titi'an	titi'an	3			
tiyay	tiyay	3			
to:ol	to:ol	3			
toehoey	toehoey	3			
toetoeh	toetoeh	3			
tohaeng	tohaeng	3			
toktoko'	toktoko'	3			
tolil	tolil	3			
tomi'oetoeh	tomi'oetoeh	3			
tomiSaSapang	tomiSaSapang	3			
tomok	tomok	3			
tomra:iy	tomra:iy	3			
topak	topak	3			
toro:	toro:	3			
waSak	waSak	3			
wewe:	wewe:	3			
wihawih	wihawih	3			
yaka:'	yaka:'	3			
yayaya:	yayaya:	3			
zeles	zeles	3			
zizik	zizik	3			
losoko'	losoko'	2			
loSoko'	loSoko'	2			
masmot	masmot	2			
maSmot	maSmot	2			
posiyan	posiyan	2			
poSiyan	poSiyan	2			
sapal	sapal	2			
Sapal	Sapal	2			
Somngaw	Somngaw	2			
somngaw	somngaw	2			
'a:'a:iman	'a:'a:iman	2			
'a:'aewbay	'a:'aewbay	2			
'a:imapizos	'a:imapizos	2			
'a:imatalisi'	'a:imatalisi'	2			
'a:mes	'a:mes	2			
'a'a:iS	'a'a:iS	2			
'a'apaehanㄧ	'a'apaehanㄧ	2			
'a'apolani	'a'apolani	2			
'abaS	'abaS	2			
'ae:aew	'ae:aew	2			
'ae:o'	'ae:o'	2			
'ae'aew'api'	'ae'aew'api'	2			
'ae'aewta:in	'ae'aewta:in	2			
'ae'aewwa:on	'ae'aewwa:on	2			
'ae'aw	'ae'aw	2			
'ael'ael'aw	'ael'ael'aw	2			
'aepael	'aepael	2			
'aesaz	'aesaz	2			
'aewhaS	'aewhaS	2			
'a'ibo:	'a'ibo:	2			
'a'ilo'	'a'ilo'	2			
'a'in'oet'oetoeh	'a'in'oet'oetoeh	2			
'al'alro:or	'al'alro:or	2			
'alanga'	'alanga'	2			
'alereh	'alereh	2			
'alimasawa'an	'alimasawa'an	2			
'alipotpotoy	'alipotpotoy	2			
'alira:ma'	'alira:ma'	2			
'al'itolen	'al'itolen	2			
'al'oehaezani	'al'oehaezani	2			
'aloe'oehan	'aloe'oehan	2			
'alpisan	'alpisan	2			
'alraw	'alraw	2			
'ami'	'ami'	2			
'amoylalo''amoy	'amoylalo''amoy	2			
'anay	'anay	2			
'anmana'a	'anmana'a	2			
'ano	'ano	2			
'a'nomalat	'a'nomalat	2			
'anSay	'anSay	2			
'a'oe'o:	'a'oe'o:	2			
'a'oma'	'a'oma'	2			
'a'opi'opi:	'a'opi'opi:	2			
'apael	'apael	2			
'apiyan	'apiyan	2			
'apo'	'apo'	2			
'arap	'arap	2			
'ar'arway	'ar'arway	2			
'areng	'areng	2			
'arimo:	'arimo:	2			
'ariS	'ariS	2			
'arolen	'arolen	2			
'aS'aSayen	'aS'aSayen	2			
'aSpalaw	'aSpalaw	2			
ata:n	ata:n	2			
ataS	ataS	2			
'atawbaSi'	'atawbaSi'	2			
'atawbo:ong	'atawbo:ong	2			
'ataw'okay	'ataw'okay	2			
'atip	'atip	2			
'awmomza'	'awmomza'	2			
'awpir	'awpir	2			
'awra':in	'awra':in	2			
'ayporong	'ayporong	2			
'ayring	'ayring	2			
'ayzab	'ayzab	2			
ba:ong	ba:ong	2			大象
ba:oz	ba:oz	2			鴿子
babahi'	babahi'	2			
babangan	babangan	2			
babaton	babaton	2			菌型男耳飾
babayoS	babayoS	2			小姊妹菇
babina'	babina'	2			零錢
babo:ay	babo:ay	2			
baboesoe'an	baboesoe'an	2			陰莖外漏
bae:ae'	bae:ae'	2			肺
baebae'aet	baebae'aet	2			
baehael	baehael	2			
baehi'en	baehi'en	2			
bahael	bahael	2			
bahi'	bahi'	2			
balbalan	balbalan	2			
balok	balok	2			
bana:	bana:	2			
banay	banay	2			
baza'	baza'	2			
baziwo:	baziwo:	2			
be:eng	be:eng	2			
bilbilbil	bilbilbil	2			
binalong	binalong	2			
binbinae:iw	binbinae:iw	2			
binbiniStan	binbiniStan	2			
binke:	binke:	2			
binlayan	binlayan	2			
binleng	binleng	2			
biS'ingan	biS'ingan	2			
biSit	biSit	2			
biyaw	biyaw	2			
bo:'	bo:'	2			
bobo:ol	bobo:ol	2			
bobowaeh	bobowaeh	2			
boe:oe'	boe:oe'	2			
bolaki	bolaki	2			
bonbon	bonbon	2			
bongo:	bongo:	2			
bo'oel	bo'oel	2			
bosah	bosah	2			
bosik	bosik	2			
bosoe'	bosoe'	2			
boSoS	boSoS	2			
botbotolbotol	botbotolbotol	2			
bowa:	bowa:	2			
'e:nawan	'e:nawan	2			
'emlet	'emlet	2			
en	en	2			
'ewelen	'ewelen	2			
ha:ih	ha:ih	2			
ha:om	ha:om	2			
ha:tahoki'	ha:tahoki'	2			
haba:	haba:	2			
haboeh	haboeh	2			
haboso'	haboso'	2			
hae:eng	hae:eng	2			
hae'hae'	hae'hae'	2			
haeShaeS	haeShaeS	2			
hae'tiS	hae'tiS	2			
haewaeh	haewaeh	2			
hae'zawan	hae'zawan	2			
haha:ok	haha:ok	2			
haha'ez	haha'ez	2			
hahangae'	hahangae'	2			
haheme'	haheme'	2			
hahka:aw	hahka:aw	2			
hahowarhahowar	hahowarhahowar	2			
hakama'en	hakama'en	2			
halem	halem	2			
hapaeh	hapaeh	2			
hapapong	hapapong	2			
hara:ai	hara:ai	2			
haSoe'an	haSoe'an	2			
haw	haw	2			那
hawaehi	hawaehi	2			
hawar	hawar	2			
hawher	hawher	2			
hekeklaw	hekeklaw	2			
heklawen	heklawen	2			
hemekani	hemekani	2			
hememaeh	hememaeh	2			
hem'er	hem'er	2			
hemza'	hemza'	2			
herep	herep	2			
hiko'	hiko'	2			
hilasiya	hilasiya	2			
himi'	himi'	2			
hinakama'an	hinakama'an	2			
hinawayan	hinawayan	2			
hinbae'aet	hinbae'aet	2			
hingas	hingas	2			
hingil	hingil	2			
hinhaseb	hinhaseb	2			
hiniba:en	hiniba:en	2			
hinkawtonan	hinkawtonan	2			
hinkawton'an	hinkawton'an	2			
hinkikiyo'	hinkikiyo'	2			
hinkirkiri:	hinkirkiri:	2			
hinlal	hinlal	2			
hinmaykaSpat	hinmaykaSpat	2			
hinmek	hinmek	2			
hinoba:angan	hinoba:angan	2			
hinoehoe'	hinoehoe'	2			
hinopi'	hinopi'	2			
hinora'iS	hinora'iS	2			
hinoroe'	hinoroe'	2			
hinpizos	hinpizos	2			
hinpoSal	hinpoSal	2			
hinroSa'	hinroSa'	2			
hinroSa''aehae'	hinroSa''aehae'	2			
hinsiyaz	hinsiyaz	2			
hinwezwez	hinwezwez	2			
hipoeh	hipoeh	2			
hirhirin	hirhirin	2			
his'alan	his'alan	2			
hi'SiS	hi'SiS	2			
hita	hita	2			
hobae:aeh	hobae:aeh	2			
hoenaehnge:	hoenaehnge:	2			
hoewek	hoewek	2			
hohomaengih	hohomaengih	2			
hol'oe'	hol'oe'	2			
homa:emhem	homa:emhem	2			
homakama'	homakama'	2			
homaperek	homaperek	2			
homawan	homawan	2			
homayaw	homayaw	2			
hombas	hombas	2			
hom'oe'	hom'oe'	2			
hon'a:iS	hon'a:iS	2			
hon'al'alih	hon'al'alih	2			
honasames	honasames	2			
hon'aSay	hon'aSay	2			
honayhini	honayhini	2			
hongiyo'	hongiyo'	2			
horara:ol	horara:ol	2			
horoe'	horoe'	2			
horong	horong	2			
hosi'	hosi'	2			
hoSoe'an	hoSoe'an	2			
hoto:ot	hoto:ot	2			
ibabaw	ibabaw	2			
'ibing	'ibing	2			
'ihael	'ihael	2			
'ihi'	'ihi'	2			
'ikababoesoe'an	'ikababoesoe'an	2			
'ikakoraeh	'ikakoraeh	2			
'iltamako'	'iltamako'	2			
'ima'	'ima'	2			是（主題）
'inalkoysiya'	'inalkoysiya'	2			
'inazip	'inazip	2			
'inhapaeh	'inhapaeh	2			
'inikorkoring	'inikorkoring	2			
'in'inaro'an	'in'inaro'an	2			
'iniriri:'	'iniriri:'	2			
'iniSlalba'	'iniSlalba'	2			
'iniya'alay	'iniya'alay	2			
'iniya'elngih	'iniya'elngih	2			
'iniyangangilaeh	'iniyangangilaeh	2			
'iniyapae'zo'	'iniyapae'zo'	2			
'inlet	'inlet	2			
'inma'an'a	'inma'an'a	2			
'ino'	'ino'	2			
'inonhae:ae'	'inonhae:ae'	2			
'insayro'	'insayro'	2			
'inwel	'inwel	2			
'ip'ipa'an	'ip'ipa'an	2			
'isaso	'isaso	2			
'isaso:	'isaso:	2			
'iSkaka:'	'iSkaka:'	2			
'iSnganre:	'iSnganre:	2			
'iwa'	'iwa'	2			
'iwi'	'iwi'	2			
'iya'ilralom	'iya'ilralom	2			
'iya'initiro'	'iya'initiro'	2			
'iyakina:as	'iyakina:as	2			
''iyawa'	''iyawa'	2			
'iyawawaz	'iyawawaz	2			
'iyazaw	'iyazaw	2			
'iyaz'aw	'iyaz'aw	2			
'izik	'izik	2			
ka:aw	ka:aw	2			
ka:ayin	ka:ayin	2			
ka'':zo'	ka'':zo'	2			
ka'ali'a'oral	ka'ali'a'oral	2			
ka'arolen	ka'arolen	2			
kababo:ay	kababo:ay	2			
kabae:iwen	kabae:iwen	2			
kabaki'	kabaki'	2			
kabang	kabang	2			
kabaSo'an	kabaSo'an	2			
kabilowi'	kabilowi'	2			
kabinlengan	kabinlengan	2			
kabonbonan	kabonbonan	2			
kabowalak	kabowalak	2			
kaehaew	kaehaew	2			
kaehaw	kaehaw	2			
kaehka:	kaehka:	2			
kaehmae'	kaehmae'	2			
kaehngap	kaehngap	2			
kaeh'oe'	kaeh'oe'	2			
kaehoyan	kaehoyan	2			
kae'leng	kae'leng	2			
kaesapi'	kaesapi'	2			
kahahowayan	kahahowayan	2			
kahalayan	kahalayan	2			
kahawayan	kahawayan	2			
kahboe'	kahboe'	2			
kahirhir	kahirhir	2			
kahkahwa:on	kahkahwa:on	2			
kahkawa:on	kahkawa:on	2			
kahkawa:onwa:on	kahkawa:onwa:on	2			
kah'ong	kah'ong	2			
ka'ilkashawan	ka'ilkashawan	2			
ka'ima	ka'ima	2			
ka'irawi	ka'irawi	2			
ka'itiro'en	ka'itiro'en	2			
kakabihkabih	kakabihkabih	2			
kakalihokan	kakalihokan	2			
kakaloeh	kakaloeh	2			
kakaloehan	kakaloehan	2			
kakamoeh	kakamoeh	2			
kakang	kakang	2			
kakarpa:	kakarpa:	2			
kakasa'	kakasa'	2			
kakatkayzaehan	kakatkayzaehan	2			
kakawit	kakawit	2			
kakaymaro'	kakaymaro'	2			
kakayzaeh	kakayzaeh	2			
kakiS'alyan	kakiS'alyan	2			
kak''iyaeh	kak''iyaeh	2			
kaklaloehayan	kaklaloehayan	2			
kaklang	kaklang	2			
kakolay	kakolay	2			
kakolih	kakolih	2			
kakoSa:o'en	kakoSa:o'en	2			
kakpiSiyan	kakpiSiyan	2			
kakra:amen	kakra:amen	2			
kakraerae'oe:an	kakraerae'oe:an	2			
kakranawan	kakranawan	2			
kakranaw'en	kakranaw'en	2			
kakreng	kakreng	2			
kakro:o'an	kakro:o'an	2			
kakrotonan	kakrotonan	2			
kakSi':zo'	kakSi':zo'	2			
kakSiyap	kakSiyap	2			
kakti:ayan	kakti:ayan	2			
kakti:ayen	kakti:ayen	2			
kalaehang	kalaehang	2			
kalaehangen	kalaehangen	2			
kalih'aro''aro'kalih	kalih'aro''aro'kalih	2			
kalih'oemaw	kalih'oemaw	2			
kalililoway	kalililoway	2			
kalobengezbengez	kalobengezbengez	2			
kaloehloehayan	kaloehloehayan	2			
kalpilaz	kalpilaz	2			
kamabaebae'aet	kamabaebae'aet	2			
kamahinbaebae'aet	kamahinbaebae'aet	2			
kamakomawtaw	kamakomawtaw	2			
kamakomhaema'	kamakomhaema'	2			
kamalamlam	kamalamlam	2			
kam'alihan	kam'alihan	2			
kamalobaebae'aet	kamalobaebae'aet	2			
kamalobae'bae'aet	kamalobae'bae'aet	2			
kamamara:an	kamamara:an	2			
kamamintowak	kamamintowak	2			
kamamiyalawa'	kamamiyalawa'	2			
kamanmanra:anhiza	kamanmanra:anhiza	2			
kama'owaz	kama'owaz	2			
kamapalbaboy	kamapalbaboy	2			
kamapat'izaeh	kamapat'izaeh	2			
kamarima'	kamarima'	2			
kamaromhaep	kamaromhaep	2			
kamaseme:ez	kamaseme:ez	2			
kamaSepe:	kamaSepe:	2			
kamatomotata:a'	kamatomotata:a'	2			
kaminrawko'an	kaminrawko'an	2			
kamkolong	kamkolong	2			
kamra:an	kamra:an	2			
kamrokol	kamrokol	2			
kamsiyolang	kamsiyolang	2			
kamtek	kamtek	2			
kamti'	kamti'	2			
kamzez	kamzez	2			
kan'ataw	kan'ataw	2			
kangibi'an	kangibi'an	2			
kangkang	kangkang	2			
kaniya'om	kaniya'om	2			
kano'a'o:la'	kano'a'o:la'	2			
ka'oe'	ka'oe'	2			
ka'pa'	ka'pa'	2			
kapa:binSi'in	kapa:binSi'in	2			
kapa:tinawbon	kapa:tinawbon	2			
kapa'araSen	kapa'araSen	2			
kapa'azipan	kapa'azipan	2			
kapabae:iwen	kapabae:iwen	2			
kapa'iriri:'	kapa'iriri:'	2			
kapaknonaken	kapaknonaken	2			
kapalra:	kapalra:	2			
kapanra:an	kapanra:an	2			
kaparae'oe:	kaparae'oe:	2			
kapaSket	kapaSket	2			
kapasowizan	kapasowizan	2			
kapata:a'an	kapata:a'an	2			
kapatataew'anen	kapatataew'anen	2			
kapatawaw	kapatawaw	2			工作
kapatnonaken	kapatnonaken	2			
kapatoki:an	kapatoki:an	2			
kapawka'anka	kapawka'anka	2			
kapayhikor	kapayhikor	2			
kapayrangi'an	kapayrangi'an	2			
kapayrangi'en	kapayrangi'en	2			
kap'aytiwayan	kap'aytiwayan	2			
kapaza'	kapaza'	2			
kaphalayan	kaphalayan	2			
kapilwaha:anen	kapilwaha:anen	2			
kapinahiyo'an	kapinahiyo'an	2			
kapinanpanabih	kapinanpanabih	2			
kaping	kaping	2			
kapinngizo'	kapinngizo'	2			
kapinobihen	kapinobihen	2			
kapinobihin	kapinobihin	2			
kaplangaw	kaplangaw	2			
kapnaba:an	kapnaba:an	2			
kapnahe:eban	kapnahe:eban	2			
kapnamiSan	kapnamiSan	2			
kapo'	kapo'	2			
kapotatango:	kapotatango:	2			
kapotngoran	kapotngoran	2			
kaprae:iwan	kaprae:iwan	2			
kaprarotonan	kaprarotonan	2			
karakepan	karakepan	2			
karakeSen	karakeSen	2			
karmok	karmok	2			
karo:a'	karo:a'	2			
kaSaehoe'en	kaSaehoe'en	2			
kaSapatawawan	kaSapatawawan	2			
kaSaSi'Si'an	kaSaSi'Si'an	2			
kasaw	kasaw	2			
kaSbaSba'	kaSbaSba'	2			
kaSboS	kaSboS	2			
kaSeb	kaSeb	2			
kas'ez	kas'ez	2			
kaSi':zo'	kaSi':zo'	2			
kaSihowihin	kaSihowihin	2			
kaSikipa:aw	kaSikipa:aw	2			
kasin'elen	kasin'elen	2			
kasini'aelan	kasini'aelan	2			
kaSir'aeran	kaSir'aeran	2			
kaSiray'oes'oeso'an	kaSiray'oes'oeso'an	2			
kasisilin	kasisilin	2			
kaSkaS	kaSkaS	2			
kaSkoey	kaSkoey	2			
kaSkoS	kaSkoS	2			
kaSkoy	kaSkoy	2			
kaSmoro:	kaSmoro:	2			
kaso:ozen	kaso:ozen	2			
kaSo'izaehan	kaSo'izaehan	2			
kaSopor'oe'	kaSopor'oe'	2			
kaSpilaz	kaSpilaz	2			
kaSpoetoeh	kaSpoetoeh	2			
kaSpotoeh	kaSpotoeh	2			
kaSray	kaSray	2			
kataew'anan	kataew'anan	2			
ka'tala:	ka'tala:	2			
katarakeSen	katarakeSen	2			
kataSnenan	kataSnenan	2			
katazekan	katazekan	2			
katba:	katba:	2			
katboz	katboz	2			
katehtel	katehtel	2			
kat'et'en	kat'et'en	2			
katikinSa:o'	katikinSa:o'	2			
kati'mo'	kati'mo'	2			
katiSkakasnawan	katiSkakasnawan	2			
katiSpowayan	katiSpowayan	2			
katiSraralasan	katiSraralasan	2			
katiwayan	katiwayan	2			
ka'tiwayan	ka'tiwayan	2			
katoeh	katoeh	2			
ka'toS	ka'toS	2			
katosas':	katosas':	2			
kawakitan	kawakitan	2			
kawkiSa:o'	kawkiSa:o'	2			
kawnakatinan	kawnakatinan	2			
kawpan	kawpan	2			
kayba:enan	kayba:enan	2			
kayhoero:	kayhoero:	2			
kayzaehan	kayzaehan	2			
kik	kik	2			
kil'aeti	kil'aeti	2			
kili:	kili:	2			
kinahos	kinahos	2			
kinaliSan	kinaliSan	2			
kinayhaelan	kinayhaelan	2			
kinbownay	kinbownay	2			
kinhae:wan	kinhae:wan	2			
kinhoepayan	kinhoepayan	2			
kinilo'	kinilo'	2			
kinitoya'	kinitoya'	2			
kinkaboehoel	kinkaboehoel	2			
kinoeh	kinoeh	2			
kinopinahila:	kinopinahila:	2			
kinorokol	kinorokol	2			
kinowih	kinowih	2			
kinpoetoehen	kinpoetoehen	2			
kiSe'kiSe'	kiSe'kiSe'	2			
kiShabon	kiShabon	2			
kiSnoSaySiyat	kiSnoSaySiyat	2			
kitiyae'	kitiyae'	2			
kitkita'en	kitkita'en	2			
ko:'in	ko:'in	2			
koe'hael	koe'hael	2			
kolaehba'	kolaehba'	2			
kolobikol	kolobikol	2			
komahos	komahos	2			
komalahang	komalahang	2			
komilmasak	komilmasak	2			
komol	komol	2			
komoSa	komoSa	2			這麼說（主事）
komSa	komSa	2			
komSa'	komSa'	2			
komtotol	komtotol	2			
konbiyorani	konbiyorani	2			
konboe'boe'	konboe'boe'	2			
konboe'boe'en	konboe'boe'en	2			
kongkoli'	kongkoli'	2			
konhae:ae'	konhae:ae'	2			
konhae:ae'ani	konhae:ae'ani	2			
konlangi:	konlangi:	2			
konlangi:ani	konlangi:ani	2			
konon	konon	2			
konre're'	konre're'	2			
kopirit	kopirit	2			
kopiritin	kopiritin	2			
kora:o'	kora:o'	2			
koroehoen	koroehoen	2			
koroma'	koroma'	2			
kosay	kosay	2			
koSiyat	koSiyat	2			
kotihen	kotihen	2			
kotkot	kotkot	2			
kowasi'	kowasi'	2			
lahiya'	lahiya'	2			
lala:ai'	lala:ai'	2			
lalawir	lalawir	2			
lalayan	lalayan	2			
lalibo'	lalibo'	2			
lalibo'en	lalibo'en	2			
laliyabo'	laliyabo'	2			
lalowa:	lalowa:	2			
lalowalowang	lalowalowang	2			
laro'	laro'	2			
laro:ro:	laro:ro:	2			
laySo'an	laySo'an	2			
le'eS	le'eS	2			
lihpih	lihpih	2			
lipaeh	lipaeh	2			
liyawliyaw	liyawliyaw	2			
lohizaw	lohizaw	2			
lokaka:as	lokaka:as	2			
loma'ep	loma'ep	2			
lomasak	lomasak	2			
loSloS	loSloS	2			
ma:az'azem	ma:az'azem	2			
ma:bawa'	ma:bawa'	2			
ma:bowa'	ma:bowa'	2			
ma:hahila:	ma:hahila:	2			
ma:ih	ma:ih	2			
ma:korkoray	ma:korkoray	2			
ma'aza'	ma'aza'	2			
mae'aew	mae'aew	2			
maetang	maetang	2			
mahikor	mahikor	2			
mahiyo'	mahiyo'	2			
ma'iyaeh	ma'iyaeh	2			
makakpae:ae'	makakpae:ae'	2			
makakpoeh	makakpoeh	2			
makaktoS	makaktoS	2			
makasi'ael	makasi'ael	2			
makisa'oe'	makisa'oe'	2			
makme:	makme:	2			
malaehang	malaehang	2			
malben	malben	2			
malhana:	malhana:	2			
malnoripon	malnoripon	2			
malomowan	malomowan	2			
malowatek	malowatek	2			
mama:ongan	mama:ongan	2			
mana'	mana'	2			
manhae:ae'	manhae:ae'	2			
manibih	manibih	2			
manmanabih	manmanabih	2			
mantamako'	mantamako'	2			
mantete:	mantete:	2			
maraw	maraw	2			
mariyae'	mariyae'	2			
maSba:an	maSba:an	2			
maSbizo':	maSbizo':	2			
maSekSa'	maSekSa'	2			
maSha:wan	maSha:wan	2			
maShaewan	maShaewan	2			
maShowih	maShowih	2			
maSibih	maSibih	2			
maSna'abe'	maSna'abe'	2			
maSna'na'itol	maSna'na'itol	2			
maSowab	maSowab	2			
maspik	maspik	2			
maSriya'	maSriya'	2			
mataS	mataS	2			
matate'eS	matate'eS	2			
mathang	mathang	2			
matna'amet	matna'amet	2			
matnanga'	matnanga'	2			
mawbaz	mawbaz	2			
mawlan	mawlan	2			
mawngang	mawngang	2			
maya'en	maya'en	2			
maya'lalo'	maya'lalo'	2			
mayhaha'	mayhaha'	2			
maylala:'	maylala:'	2			
maymaySiri:	maymaySiri:	2			
maynaw	maynaw	2			
maytekeb	maytekeb	2			
maywawak	maywawak	2			
mayziza	mayziza	2			
mehes	mehes	2			
meSnaeh	meSnaeh	2			
mes'oeh	mes'oeh	2			
milobaz	milobaz	2			
milpasay	milpasay	2			
min	min	2			
min'ae:o'	min'ae:o'	2			
minayngaso'	minayngaso'	2			
minbabih	minbabih	2			
min'e:ez	min'e:ez	2			
mingkoringan	mingkoringan	2			
minha:en	minha:en	2			
minha:om	minha:om	2			
minha:on	minha:on	2			
minhapaeh	minhapaeh	2			
mininhae:ar	mininhae:ar	2			
mininSawi'	mininSawi'	2			
minkakoraeh	minkakoraeh	2			
minkayba:en	minkayba:en	2			
minkonkonay	minkonkonay	2			
minlokalok	minlokalok	2			
mino'a:iS	mino'a:iS	2			
min'orap	min'orap	2			
minpehez	minpehez	2			
minpoetoe'	minpoetoe'	2			
minpongpongaeh	minpongpongaeh	2			
minpongpongah	minpongpongah	2			
minrawko'	minrawko'	2			
minrereme'	minrereme'	2			
minreremi'	minreremi'	2			
minsalaz	minsalaz	2			
mintaepae'an	mintaepae'an	2			
mintowak	mintowak	2			
miS	miS	2			
miSkakoyang	miSkakoyang	2			
miSlalba'	miSlalba'	2			
miyahae:hae:ae'	miyahae:hae:ae'	2			
miyalawa'	miyalawa'	2			
miyar'ar	miyar'ar	2			
miyataltalikiyan	miyataltalikiyan	2			
mo:'	mo:'	2			
mobay	mobay	2			
mobsik	mobsik	2			
mobsoeh	mobsoeh	2			
moe'so:	moe'so:	2			
mokakaso:	mokakaso:	2			
mon	mon	2			
mona:	mona:	2			
monoSlo:	monoSlo:	2			
monpilaz	monpilaz	2			
monSa:Sa:ip	monSa:Sa:ip	2			
