form	lemma	freq	seg	pos	gloss
homiyop	homiyop	4			
homnas	homnas	4			
homoba:ang	homoba:ang	4			
homola'	homola'	4			
ho'molen	ho'molen	4			
homoroko'	homoroko'	4			
hompot	hompot	4			
homza'	homza'	4			
honga'nga'	honga'nga'	4			
hongas	hongas	4			
honhaha:'	honhaha:'	4			
honhona'a:ih	honhona'a:ih	4			
honra:waS	honra:waS	4			
honrengreng	honrengreng	4			
hophopayan	hophopayan	4			
hopilin	hopilin	4			
horhorok	horhorok	4			
howayen	howayen	4			
'ihan	'ihan	4			
'ikakabaeh	'ikakabaeh	4			
'ilbalbalay	'ilbalbalay	4			
'ilkasnaw	'ilkasnaw	4			
'ilo'ilo'en	'ilo'ilo'en	4			
'ilralom	'ilralom	4			
'in'ae:aewani	'in'ae:aewani	4			
'inakhiza'an	'inakhiza'an	4			
'inak'ino'an	'inak'ino'an	4			
'inalingo'an	'inalingo'an	4			
'ina'olo'	'ina'olo'	4			
'inaraS	'inaraS	4			
'inaray	'inaray	4			
'inbasezan	'inbasezan	4			
'ineseng	'ineseng	4			
'inilo'	'inilo'	4			
'ininhae:ar	'ininhae:ar	4			
'ininhae:aran	'ininhae:aran	4			
'in'inoka'an	'in'inoka'an	4			
'iniriri:'an	'iniriri:'an	4			
'iniS'awngaw	'iniS'awngaw	4			
'iniyabiyal	'iniyabiyal	4			
'inmari'	'inmari'	4			
'inoetae'	'inoetae'	4			
'inoetae'an	'inoetae'an	4			
'inoetoe'	'inoetoe'	4			
'inoka'an	'inoka'an	4			
'inokik	'inokik	4			
'inomo'	'inomo'	4			
'inoSa'	'inoSa'	4			
'inosa:an	'inosa:an	4			
'inSa'la'a	'inSa'la'a	4			
'inSa'la'ani	'inSa'la'ani	4			
'inSi'bo:ani	'inSi'bo:ani	4			
'intaewaehen	'intaewaehen	4			
'intawaeh	'intawaeh	4			
'intoehoey	'intoehoey	4			
'iS'ae'aehoe'	'iS'ae'aehoe'	4			
'isani	'isani	4			
'is'eh	'is'eh	4			
'isis	'isis	4			
'iSkakowa:omen	'iSkakowa:omen	4			
'iSkanonak	'iSkanonak	4			
'iSlalba'	'iSlalba'	4			
'iSmamorok	'iSmamorok	4			
'iSngangahe:	'iSngangahe:	4			
'iSra:yo'	'iSra:yo'	4			
'iSrarhoe'	'iSrarhoe'	4			
'iSwawalo'	'iSwawalo'	4			
'itayso:ani	'itayso:ani	4			
'itayso:en	'itayso:en	4			
'itiro'en	'itiro'en	4			
'it'itoSanan	'it'itoSanan	4			
'iwit	'iwit	4			
'iya'alay	'iya'alay	4			
'iya'a'oral	'iya'a'oral	4			
'iya'inhae'tiS	'iya'inhae'tiS	4			
'iyaka:'	'iyaka:'	4			
'iyakowi'in	'iyakowi'in	4			
'iyalataren	'iyalataren	4			
'iyalawa'en	'iyalawa'en	4			
'iya'oelpoeh	'iya'oelpoeh	4			
'iya'oetoeh	'iya'oetoeh	4			
'iyapangihen	'iyapangihen	4			
'iyarinae'oe:	'iyarinae'oe:	4			
'iyaSima:en	'iyaSima:en	4			
'iyasini'ael	'iyasini'ael	4			
'iyatilka:	'iyatilka:	4			
'iya'zawen	'iya'zawen	4			
''iyo'	''iyo'	4			
''iyokan	''iyokan	4			
'iyoten	'iyoten	4			
ka':':zo'	ka':':zo'	4			
ka:anga'oeboeh	ka:anga'oeboeh	4			
ka:anga'oraehan	ka:anga'oraehan	4			
ka:aten	ka:aten	4			
ka:ihin	ka:ihin	4			
ka:ongen	ka:ongen	4			
ka'a'ehe:	ka'a'ehe:	4			
ka'alepan	ka'alepan	4			
ka'altikalen	ka'altikalen	4			
ka'ama'an	ka'ama'an	4			
ka'anayan	ka'anayan	4			
ka'ano'en	ka'ano'en	4			
ka'arolon	ka'arolon	4			
ka'aytiwayan	ka'aytiwayan	4			
kabaki'an	kabaki'an	4			
kabala'	kabala'	4			
kabkabowaw	kabkabowaw	4			
kabolaken	kabolaken	4			
kaborbor	kaborbor	4			
kabotoe'an	kabotoe'an	4			
kabotoe'en	kabotoe'en	4			
ka'e:eSen	ka'e:eSen	4			
kaehkaehma'	kaehkaehma'	4			
kaehoson	kaehoson	4			
kae'tim	kae'tim	4			
ka'ewelen	ka'ewelen	4			
kahakaSen	kahakaSen	4			
kahangra:en	kahangra:en	4			
kahebelan	kahebelan	4			
kahebelen	kahebelen	4			
kahehnak	kahehnak	4			
kahehnakan	kahehnakan	4			
kahemeken	kahemeken	4			
kahiba:en	kahiba:en	4			
kahirhiran	kahirhiran	4			
kahkah'oe'an	kahkah'oe'an	4			
kahoboe'en	kahoboe'en	4			
kahoehoehen	kahoehoehen	4			
kaho'molan	kaho'molan	4			
kaho'molen	kaho'molen	4			
kahoSa:ilan	kahoSa:ilan	4			
kahoSabongan	kahoSabongan	4			
ka'ilo'en	ka'ilo'en	4			
ka'inalingo'an	ka'inalingo'an	4			
ka'inola'an	ka'inola'an	4			
ka'intani'an	ka'intani'an	4			
kaka:as	kaka:as	4			
kaka:atan	kaka:atan	4			
kaka:aten	kaka:aten	4			
kakabaehen	kakabaehen	4			
kakaehos	kakaehos	4			
kakaehosan	kakaehosan	4			
kakaehosen	kakaehosen	4			
kakak'ayaeh	kakak'ayaeh	4			
kak'ali'a'oral	kak'ali'a'oral	4			
kakalkalen	kakalkalen	4			
kak'a'owazan	kak'a'owazan	4			
kakaposan	kakaposan	4			
kakaposen	kakaposen	4			
kakara'	kakara'	4			
kakarpa:an	kakarpa:an	4			
ka'ka'sa'an	ka'ka'sa'an	4			
kakaS'abo'an	kakaS'abo'an	4			
ka'ka'Siyapan	ka'ka'Siyapan	4			
kakaspengan	kakaspengan	4			
kakato:an	kakato:an	4			
kakato:en	kakato:en	4			
kakawa'	kakawa'	4			
kakay'ameten	kakay'ameten	4			
kakelebkeleb	kakelebkeleb	4			
kakhaema'an	kakhaema'an	4			
kakhopay	kakhopay	4			
kakibizo'an	kakibizo'an	4			
kakinmaeh	kakinmaeh	4			
kakipazayen	kakipazayen	4			
kakiSe'	kakiSe'	4			
kaklo'al'alayan	kaklo'al'alayan	4			
kakobae:aeh	kakobae:aeh	4			
kakonbiyoren	kakonbiyoren	4			
kakopiyakan	kakopiyakan	4			
kakopiyaken	kakopiyaken	4			
kakorotan	kakorotan	4			
kakosi'an	kakosi'an	4			
kakoway	kakoway	4			
kakowihan	kakowihan	4			
kal'ab'abaS	kal'ab'abaS	4			
kalam	kalam	4			
kalangkangan	kalangkangan	4			
kalaSo'en	kalaSo'en	4			
kaleSpat	kaleSpat	4			
kaliSin	kaliSin	4			
kalkalen	kalkalen	4			
kalkalhiban	kalkalhiban	4			
kalnga'nga'	kalnga'nga'	4			
kalohaperen	kalohaperen	4			
kal'opaeh	kal'opaeh	4			
kaloso:	kaloso:	4			
kalotngor	kalotngor	4			
kalpoSal	kalpoSal	4			
kalto:ol	kalto:ol	4			
kama'iyatabin	kama'iyatabin	4			
kamakita'er	kamakita'er	4			
kamakomowaS	kamakomowaS	4			
kamakoroeh	kamakoroeh	4			
kamalamlamlam	kamalamlamlam	4			
kamamarma'	kamamarma'	4			
kamamaSbizo'	kamamaSbizo'	4			
kamama'sih	kamama'sih	4			
kamamaynonak	kamamaynonak	4			
kamamin'ae:aew	kamamin'ae:aew	4			
kamaminlokalok	kamaminlokalok	4			
kamamo:law	kamamo:law	4			
kamapapaSoS	kamapapaSoS	4			
kamapaS'oesizo:	kamapaS'oesizo:	4			
kamapawrahem	kamapawrahem	4			
kamapotatay	kamapotatay	4			
kamara:am	kamara:am	4			
kamara:ol	kamara:ol	4			
kamararahoe'	kamararahoe'	4			
kamaSa'iS	kamaSa'iS	4			
kamaSanrater	kamaSanrater	4			
kamaSater	kamaSater	4			
kamase:ez	kamase:ez	4			
kamasempeng	kamasempeng	4			
kamata:nanaw	kamata:nanaw	4			
kamatakiking	kamatakiking	4			
kamatalek	kamatalek	4			
kamatal'izaeh	kamatal'izaeh	4			
kamati'anhi'	kamati'anhi'	4			
kamatikae'niw	kamatikae'niw	4			
kamatiSko'al'alay	kamatiSko'al'alay	4			
kamatomawbon	kamatomawbon	4			
kamatomnon	kamatomnon	4			
kamatomortoroe'	kamatomortoroe'	4			
kamawakit	kamawakit	4			
kamaze:ez	kamaze:ez	4			
kamlala:'	kamlala:'	4			
kamra:waS	kamra:waS	4			
ka'oes'oesan	ka'oes'oesan	4			
ka'omo'en	ka'omo'en	4			
ka'opi:an	ka'opi:an	4			
ka'opi:in	ka'opi:in	4			
ka'osa:en	ka'osa:en	4			
ka'oya'	ka'oya'	4			
kapa:tatimae'an	kapa:tatimae'an	4			
kapa:tolan	kapa:tolan	4			
kap'a'apolen	kap'a'apolen	4			
kapae'remen	kapae'remen	4			
kapahi:hi:an	kapahi:hi:an	4			
kapakisa'oe'en	kapakisa'oe'en	4			
kapakita'	kapakita'	4			
kapak'iya'zawen	kapak'iya'zawen	4			
kapakSe:an	kapakSe:an	4			
kapalamo:en	kapalamo:en	4			
kapalbaboyan	kapalbaboyan	4			屠宰場
kapalbe:	kapalbe:	4			
kapama'en	kapama'en	4			
kapamowa'an	kapamowa'an	4			
kapanrahi:an	kapanrahi:an	4			
kapansaehsaehan	kapansaehsaehan	4			
kapansaehsaehen	kapansaehsaehen	4			
kapanSawi'in	kapanSawi'in	4			
kapanwakitin	kapanwakitin	4			
kapapaSeSen	kapapaSeSen	4			
kapaSakap	kapaSakap	4			
kapaSipoten	kapaSipoten	4			
kapaSkira:a'an	kapaSkira:a'an	4			
kapaSlo:an	kapaSlo:an	4			
kapaSrahoe'	kapaSrahoe'	4			
kapatoki:in	kapatoki:in	4			
kapatoko'	kapatoko'	4			
kapawka'an	kapawka'an	4			
kapawka'en	kapawka'en	4			
kapawkongas	kapawkongas	4			
kapawromiS	kapawromiS	4			
kapawrowa'en	kapawrowa'en	4			
kapayaka:'in	kapayaka:'in	4			
kapayanayen	kapayanayen	4			
kapel	kapel	4			
kapihik	kapihik	4			
kapinolotoran	kapinolotoran	4			
kaplalangoyan	kaplalangoyan	4			
kapnazip	kapnazip	4			
kapohima'	kapohima'	4			
kapomasa'	kapomasa'	4			
kapon'ez'eze:	kapon'ez'eze:	4			
kapontatango:	kapontatango:	4			
kapoSnehan	kapoSnehan	4			
kapoSnehen	kapoSnehen	4			
kapotatayen	kapotatayen	4			
kapoti'in	kapoti'in	4			
kapSi':zo'	kapSi':zo'	4			
kapSiloe'en	kapSiloe'en	4			
kapti:ae'ayan	kapti:ae'ayan	4			
kapti:'ae'ayen	kapti:'ae'ayen	4			
kaptibae:iwan	kaptibae:iwan	4			市場
kaptimasa'an	kaptimasa'an	4			
karamayen	karamayen	4			
karara:'	karara:'	4			
karara'eten	karara'eten	4			
karemekan	karemekan	4			
karokrokan	karokrokan	4			
karotonen	karotonen	4			
kasa:ol	kasa:ol	4			
kasa''an	kasa''an	4			
kasabongen	kasabongen	4			
kaSa'enan	kaSa'enan	4			
kaSakapen	kaSakapen	4			
kasakelen	kasakelen	4			
kaSako:o'	kaSako:o'	4			
kaS'alayan	kaS'alayan	4			
kaS'ames	kaS'ames	4			
kaSan'aza'an	kaSan'aza'an	4			
kasa'oe'en	kasa'oe'en	4			
kaSapelan	kaSapelan	4			
kaSapelen	kaSapelen	4			
kasapihin	kasapihin	4			
kaSapowawanan	kaSapowawanan	4			
kaSaraken	kaSaraken	4			
kaSa'ti'a'an	kaSa'ti'a'an	4			
kasawa'en	kasawa'en	4			
kaSawikin	kaSawikin	4			
kaSbikol	kaSbikol	4			
kase:ezen	kase:ezen	4			
kaSebetan	kaSebetan	4			
kasenge:an	kasenge:an	4			
kasenge:en	kasenge:en	4			
kaSepe:en	kaSepe:en	4			
kaShaehae'oe:	kaShaehae'oe:	4			
kaShaepis	kaShaepis	4			
kasihoe:an	kasihoe:an	4			
kasihoe:en	kasihoe:en	4			
kaSikibinbintoe'an	kaSikibinbintoe'an	4			
kaSikiko:ol	kaSikiko:ol	4			
kaSikiralom	kaSikiralom	4			
kaSikiwasal	kaSikiwasal	4			
kasina'oe'an	kasina'oe'an	4			
kasipsipin	kasipsipin	4			
kaSir'aren	kaSir'aren	4			
kasisaw	kasisaw	4			
kaSiyoSen	kaSiyoSen	4			
kaSloso:	kaSloso:	4			
kaSnaywasal	kaSnaywasal	4			
kaso:ozan	kaso:ozan	4			
kasoksok	kasoksok	4			
kasoksoken	kasoksoken	4			
kasoloehen	kasoloehen	4			
kaSopanen	kaSopanen	4			
kaSoripon	kaSoripon	4			
kaSpanan	kaSpanan	4			
kaspinaSapel	kaspinaSapel	4			
kaStari:in	kaStari:in	4			
kaStete:	kaStete:	4			
kata:	kata:	4			
kata:'itolan	kata:'itolan	4			
kata:'itolon	kata:'itolon	4			
kata:kak	kata:kak	4			
kata:kata:an	kata:kata:an	4			
katabo:en	katabo:en	4			
kataboe'en	kataboe'en	4			
katabtabo'an	katabtabo'an	4			
katakSipene'an	katakSipene'an	4			
katal'izaeh	katal'izaeh	4			
katapangasan	katapangasan	4			
kataStaSen	kataStaSen	4			
katatngoran	katatngoran	4			
katawbonan	katawbonan	4			
katawbonen	katawbonen	4			
katektekan	katektekan	4			
katekteken	katekteken	4			
kati:iSin	kati:iSin	4			
kati'ayaman	kati'ayaman	4			
kati'azem	kati'azem	4			
katil'ayaman	katil'ayaman	4			
katimae'en	katimae'en	4			
katimtim	katimtim	4			
katintin	katintin	4			
katintinan	katintinan	4			
katintinin	katintinin	4			
katipihizen	katipihizen	4			
katiS'aelaw'an	katiS'aelaw'an	4			
katiSkaka:atan	katiSkaka:atan	4			
katiSrayhilan	katiSrayhilan	4			
katiSSi'Si'an	katiSSi'Si'an	4			
katiwaSawan	katiwaSawan	4			
kato:en	kato:en	4			
katoba'en	katoba'en	4			
katokoehan	katokoehan	4			
katokoehen	katokoehen	4			
katonkiko:an	katonkiko:an	4			
katono'en	katono'en	4			
katoroyen	katoroyen	4			
ka'tot	ka'tot	4			
kawa'en	kawa'en	4			
kaway	kaway	4			
kawkinhaema'	kawkinhaema'	4			
kawna'azeman	kawna'azeman	4			
kawnakilkilo'an	kawnakilkilo'an	4			
kawnamae'mae'iyaehan	kawnamae'mae'iyaehan	4			
kawnatatini'an	kawnatatini'an	4			祭祀屋
kaze:ezen	kaze:ezen	4			
kazi:izan	kazi:izan	4			
kazi:izin	kazi:izin	4			
kazimoson	kazimoson	4			
kazingasen	kazingasen	4			
ke:eben	ke:eben	4			
ke:ke:ke:	ke:ke:ke:	4			
kekeke:	kekeke:	4			
kepe:	kepe:	4			
kepe:en	kepe:en	4			
ketel	ketel	4			
ketelen	ketelen	4			
kil'aeten	kil'aeten	4			
kinaka:aw	kinaka:aw	4			
kinaliS	kinaliS	4			
kinaS'abo'	kinaS'abo'	4			
kinato:	kinato:	4			
kinbowawan	kinbowawan	4			
kine:eb	kine:eb	4			
kinepen	kinepen	4			
kinhael	kinhael	4			
kini:	kini:	4			
kinita'er	kinita'er	4			
kinonrarang	kinonrarang	4			
kinopiyak	kinopiyak	4			
kinowaS	kinowaS	4			
kinpoetoeh	kinpoetoeh	4			
kinpoetpoetoeh	kinpoetpoetoeh	4			
kinpoetpoetoehen	kinpoetpoetoehen	4			
kinra:am	kinra:am	4			
kinSekla'an	kinSekla'an	4			
kinsem	kinsem	4			
kinsi'wi'an	kinsi'wi'an	4			
kinSiyae'	kinSiyae'	4			
ki'oehaez	ki'oehaez	4			
kiptaloso:	kiptaloso:	4			
kit'a''	kit'a''	4			
kitoyae'	kitoyae'	4			
kobae:aeh	kobae:aeh	4			
kobikol	kobikol	4			
kobikolen	kobikolen	4			
kohaema'	kohaema'	4			
kohay	kohay	4			
kohngaepen	kohngaepen	4			
kohngap	kohngap	4			
kohngapen	kohngapen	4			
koko:olan	koko:olan	4			
kolaboehen	kolaboehen	4			
kololon	kololon	4			
koma:ih	koma:ih	4			
koma:ong	koma:ong	4			
komae:oeh	komae:oeh	4			
komaka:aw	komaka:aw	4			
komaliS	komaliS	4			
komalkal	komalkal	4			
komato:	komato:	4			
komayngaeh	komayngaeh	4			
komilo'	komilo'	4			
kominhili'	kominhili'	4			
kominkaehoy	kominkaehoy	4			
komira:a'	komira:a'	4			
komiSe'	komiSe'	4			
komita'er	komita'er	4			
komo:ko:	komo:ko:	4			
komobae:aeh	komobae:aeh	4			
komobih	komobih	4			
komohngaep	komohngaep	4			
komohngap	komohngap	4			
komolaboeh	komolaboeh	4			
komolala'	komolala'	4			
komolol	komolol	4			
komone'e:	komone'e:	4			
komongkong	komongkong	4			
komonkonon	komonkonon	4			
komopiyak	komopiyak	4			
komosipae:	komosipae:	4			
komoso'	komoso'	4			
komotih	komotih	4			
komowaz	komowaz	4			
komramo'	komramo'	4			
komsem	komsem	4			
kongas	kongas	4			
kongkong	kongkong	4			
konhaehae'oe:	konhaehae'oe:	4			
konibih	konibih	4			
konkon	konkon	4			
konsilaeh	konsilaeh	4			
konSo:ol	konSo:ol	4			
kontotol	kontotol	4			
kontotolon	kontotolon	4			
kopiyaken	kopiyaken	4			
kopoehan	kopoehan	4			
koroeh	koroeh	4			
koroehen	koroehen	4			
kotih	kotih	4			
kowahil	kowahil	4			
kowaSen	kowaSen	4			
kowihani	kowihani	4			
kowihin	kowihin	4			
kowi'in	kowi'in	4			
laehae:en	laehae:en	4			
lahi'	lahi'	4			
lalalobihan	lalalobihan	4			
lalangi:langi:	lalangi:langi:	4			
laliwen	laliwen	4			
lalobihlobih	lalobihlobih	4			
lalo'en	lalo'en	4			
lalolowang	lalolowang	4			
lamo:en	lamo:en	4			
lapa:	lapa:	4			
laSo'en	laSo'en	4			
laze:em	laze:em	4			
leketen	leketen	4			
lekleket	lekleket	4			
lihae:ae'	lihae:ae'	4			
lihih	lihih	4			
lihlihpihan	lihlihpihan	4			
likaway	likaway	4			
likohay	likohay	4			
likongas	likongas	4			
linaehae:	linaehae:	4			
linakay	linakay	4			
linaliw	linaliw	4			
linamo:	linamo:	4			
litakil	litakil	4			
lobaz	lobaz	4			
loehong	loehong	4			
lomaliw	lomaliw	4			
lomamo:	lomamo:	4			
loman	loman	4			
lomangoy	lomangoy	4			
lomasez	lomasez	4			
lomeket	lomeket	4			
lomihae:ae'	lomihae:ae'	4			
lomoehloehay	lomoehloehay	4			
lomohaper	lomohaper	4			
longa'nga'	longa'nga'	4			
lopez	lopez	4			
losa:ah	losa:ah	4			
loSaSinay	loSaSinay	4			
lotoren	lotoren	4			
ma:'aza'	ma:'aza'	4			
ma:bolaS	ma:bolaS	4			
ma:boto'	ma:boto'	4			
ma:po:aw	ma:po:aw	4			
ma:pono'	ma:pono'	4			
ma:sawzo'	ma:sawzo'	4			
ma:Siba:'	ma:Siba:'	4			
ma'a'e:eS	ma'a'e:eS	4			
mabaeh	mabaeh	4			
mabasez	mabasez	4			
maehngap	maehngap	4			
maehtang	maehtang	4			
mahoero:	mahoero:	4			
ma'inhael	ma'inhael	4			
ma'isasaboeh	ma'isasaboeh	4			
makaktikot	makaktikot	4			
makelkel	makelkel	4			
makhopong	makhopong	4			
malba:iS	malba:iS	4			結伴
malbelbel	malbelbel	4			
malibih	malibih	4			
malibo'	malibo'	4			
malko:isiya'	malko:isiya'	4			
malnoSaypapa:aS	malnoSaypapa:aS	4			
malowa'	malowa'	4			
mamari'	mamari'	4			
mamasa'	mamasa'	4			
man'oetoeh	man'oetoeh	4			
manpaehpaeh	manpaehpaeh	4			
manrahi:	manrahi:	4			
manwakit	manwakit	4			
marmari'	marmari'	4			
maSang	maSang	4			
maSbizo'	maSbizo'	4			
maS''iri'	maS''iri'	4			
maSkalkalaeh	maSkalkalaeh	4			
maSkirkiri:	maSkirkiri:	4			
maSnaboSboS	maSnaboSboS	4			
maSrahray	maSrahray	4			
maStaba'	maStaba'	4			
matatbok	matatbok	4			
matemezeng	matemezeng	4			
mato:ol	mato:ol	4			
mawas	mawas	4			
mayhikor	mayhikor	4			
maykinba:in	maykinba:in	4			撞邪
maymaybih	maymaybih	4			
maypoSal	maypoSal	4			
mayrangi'	mayrangi'	4			
mayriza	mayriza	4			
maySoSo:aw	maySoSo:aw	4			
maytipoe'oe'	maytipoe'oe'	4			
maytokol	maytokol	4			
mengreng	mengreng	4			
mikmik	mikmik	4			
mikmikmik	mikmikmik	4			
milboSok	milboSok	4			
milhael	milhael	4			
milmasak	milmasak	4			
miltoehoey	miltoehoey	4			
minabih	minabih	4			
minantae'	minantae'	4			
minaypilaz	minaypilaz	4			
minbo:bo:	minbo:bo:	4			
mineskes	mineskes	4			
minhana:	minhana:	4			
mininahoek	mininahoek	4			
minin'a'owiz	minin'a'owiz	4			
mininhahoehoe'	mininhahoehoe'	4			
minin'oetoeh	minin'oetoeh	4			
mininSa'la'	mininSa'la'	4			
mininSaylo'	mininSaylo'	4			
miniriri:'	miniriri:'	4			
mini'sih	mini'sih	4			
miniSlal':	miniSlal':	4			
minitiro'	minitiro'	4			
minkowis	minkowis	4			
minminhae'tiS	minminhae'tiS	4			
minminhana:	minminhana:	4			
minminhaya:	minminhaya:	4			
minminlakay	minminlakay	4			
minminrawko'an	minminrawko'an	4			
minminSa'la'	minminSa'la'	4			
minngangabas	minngangabas	4			
min'obi'	min'obi'	4			
minolotor	minolotor	4			
minpaehtang	minpaehtang	4			
minpihiz	minpihiz	4			
minremreme'	minremreme'	4			
minroSa'	minroSa'	4			
minsae:aeh	minsae:aeh	4			
minta:'olo'	minta:'olo'	4			
minta:peS	minta:peS	4			
mintabo'	mintabo'	4			
mintani'	mintani'	4			
mintatezek	mintatezek	4			
mintawaeh	mintawaeh	4			
mintoehtoehoey	mintoehtoehoey	4			
minwakit	minwakit	4			
miSbabanghel	miSbabanghel	4			
miSbabangoe'	miSbabangoe'	4			
mitiro'	mitiro'	4			
miyape:es	miyape:es	4			
miyayrong	miyayrong	4			
mo'a'owiz	mo'a'owiz	4			
moeytih	moeytih	4			
mon'alay	mon'alay	4			
monaseb	monaseb	4			
monpoSalen	monpoSalen	4			
monSayboSi:	monSayboSi:	4			
monSaySayip	monSaySayip	4			
montoroe'	montoroe'	4			
morok	morok	4			
nak'isaza	nak'isaza	4			
nani'	nani'	4			
nazip	nazip	4			
nganga'nga'an	nganga'nga'an	4			
ngangowip	ngangowip	4			
ngiyo'	ngiyo'	4			
ngo'ngo'	ngo'ngo'	4			
'o:olon	'o:olon	4			
'oebay	'oebay	4			
'oe'oe:en	'oe'oe:en	4			
'oe'oeboehan	'oe'oeboehan	4			
'oe'oeng	'oe'oeng	4			
'oeSalap	'oeSalap	4			
'oeytih	'oeytih	4			
'oezong	'oezong	4			
'ohae'oe:	'ohae'oe:	4			
'olaeh	'olaeh	4			
'omalSay	'omalSay	4			
'omam'amoeh	'omam'amoeh	4			
'omaS	'omaS	4			
'omaybol	'omaybol	4			
'omayzing	'omayzing	4			
'omazip	'omazip	4			
'omelet	'omelet	4			
'omeseng	'omeseng	4			
'omewel	'omewel	4			
'omiyot	'omiyot	4			
'omleb	'omleb	4			
'omo'en	'omo'en	4			
'omoe'oe:	'omoe'oe:	4			
'omoes'oes	'omoes'oes	4			
'omolaeh	'omolaeh	4			
'omomo'	'omomo'	4			
'omopi:	'omopi:	4			
'omorati'	'omorati'	4			
'omoti:	'omoti:	4			
'onhael	'onhael	4			
'osazo'	'osazo'	4			
'oti:	'oti:	4			
'owazen	'owazen	4			
'oyeh	'oyeh	4			
pa':	pa':	4			
pa:aw	pa:aw	4			
pa:hapis	pa:hapis	4			
pa'altikal	pa'altikal	4			
pa'angang	pa'angang	4			
pa'apis	pa'apis	4			
pa'aro:	pa'aro:	4			
pa'ayna:a'en	pa'ayna:a'en	4			
pabae:iw	pabae:iw	4			
pabalihahen	pabalihahen	4			
paehtang	paehtang	4			
paehtangan	paehtangan	4			
pae'is	pae'is	4			
paetangan	paetangan	4			
pahaba:'	pahaba:'	4			
pahebel	pahebel	4			
pahiba:	pahiba:	4			
pahila:en	pahila:en	4			
pahin'ohay	pahin'ohay	4			
pahiwa'	pahiwa'	4			
pahiwa'en	pahiwa'en	4			
pahiya'en	pahiya'en	4			
pahobazen	pahobazen	4			
pahoehoe'en	pahoehoe'en	4			
pahola'	pahola'	4			
paho'mol	paho'mol	4			
pahongas	pahongas	4			
pahopil	pahopil	4			
pa'ilahiza	pa'ilahiza	4			
pa'inahoek	pa'inahoek	4			
pa'in'ohayin	pa'in'ohayin	4			
pa'intani'	pa'intani'	4			
pa'intoroe'	pa'intoroe'	4			
pa'itol	pa'itol	4			
paka:ay	paka:ay	4			
paka:ih	paka:ih	4			
pak'ae:'ae:iwi	pak'ae:'ae:iwi	4			
pakakano'	pakakano'	4			
pak'al'alak	pak'al'alak	4			
pakalbel	pakalbel	4			
pak'a'oetoe'	pak'a'oetoe'	4			
pak'ap'apboeh	pak'ap'apboeh	4			
paka'sih	paka'sih	4			
pakaskes	pakaskes	4			
pakaSna'itol	pakaSna'itol	4			
pak'ayaehan	pak'ayaehan	4			
pakaykayzaehan	pakaykayzaehan	4			
pakaysis	pakaysis	4			
pakbaba:ok	pakbaba:ok	4			吃飽
pakbali'	pakbali'	4			
pakbaso'	pakbaso'	4			
pakhayza'en	pakhayza'en	4			
pakhonsaboehen	pakhonsaboehen	4			
pakhopayen	pakhopayen	4			
pakilkatin	pakilkatin	4			
pakisa'oe'en	pakisa'oe'en	4			
pakiSka:at	pakiSka:at	4			
pak'iSkakowa:omen	pak'iSkakowa:omen	4			
pakita'ani	pakita'ani	4			
pakit'amet	pakit'amet	4			
pak'iyabolalas	pak'iyabolalas	4			
pak'iya'zawen	pak'iya'zawen	4			
pakngiyo'	pakngiyo'	4			
pakontae'	pakontae'	4			
pakowih	pakowih	4			
pakpaka'alo'	pakpaka'alo'	4			
pakra:ra:waS	pakra:ra:waS	4			
pakranaw	pakranaw	4			
pakSaehae'	pakSaehae'	4			
pakSaehae'en	pakSaehae'en	4			
pakSahpi:ihin	pakSahpi:ihin	4			
pakSe:	pakSe:	4			
pakSe:en	pakSe:en	4			
pakselen	pakselen	4			
paksilaeh	paksilaeh	4			
paktata:a'	paktata:a'	4			
palaha:aw	palaha:aw	4			
palaha:awen	palaha:awen	4			
palahini	palahini	4			
palahita'	palahita'	4			
palamo:en	palamo:en	4			
palbe:en	palbe:en	4			
palhingha'	palhingha'	4			
palkatin	palkatin	4			
pampama'en	pampama'en	4			
panga'nga'	panga'nga'	4			
pangangowip	pangangowip	4			
pangpanga'an	pangpanga'an	4			
panlakay	panlakay	4			
panloso:	panloso:	4			
panpangihin	panpangihin	4			
pansaehsaehen	pansaehsaehen	4			
panSawi'in	panSawi'in	4			
pa'o:ol	pa'o:ol	4			
pa'oe'oe'	pa'oe'oe'	4			
pa'owaz	pa'owaz	4			
papa'et	papa'et	4			
papahobaz	papahobaz	4			
papahowih	papahowih	4			
paparang	paparang	4			
papaSoSen	papaSoSen	4			
papatawaw	papatawaw	4			
papaylisin	papaylisin	4			
papayngaso'	papayngaso'	4			
papi'aelaw	papi'aelaw	4			
papil'awan	papil'awan	4			
papoe'oe'	papoe'oe'	4			
papola'	papola'	4			
papola'en	papola'en	4			
papon'apis	papon'apis	4			
papoSi'	papoSi'	4			
paprae:iwen	paprae:iwen	4			
papranaw	papranaw	4			
papSihitay	papSihitay	4			
papSirangi'	papSirangi'	4			
parahi:	parahi:	4			
parakep	parakep	4			
pareme:	pareme:	4			
parpe'	parpe'	4			
parpe:en	parpe:en	4			
paS'ae:aeng	paS'ae:aeng	4			
paSahoe'	paSahoe'	4			
paSanbaba:ok	paSanbaba:ok	4			吃飽（使動）
paSangay	paSangay	4			
paSankinolol	paSankinolol	4			
pasa'owaz	pasa'owaz	4			
paSater	paSater	4			
pasbol	pasbol	4			
pase'elen	pase'elen	4			
pasenge:	pasenge:	4			
paSina'	paSina'	4			
